model,dataset,episode_id,success,spl_full_suite,ndtw,sdtw,steps,path_length,termination
uninavid,mp3d,6c1e86f2b5c0caf337ac1dea,0,0.0,,,78,8.60593029708668,stop
uninavid,mp3d,b92a2d71689d902339a28c0b,0,0.0,,,500,0.8274447067856701,max_steps
uninavid,mp3d,0530875b1b73c400a563c9ba,0,0.0,,,1,0.0,stop
uninavid,mp3d,b5489479db6a32f20c87b1ff,0,0.0,,,67,0.10178165102872559,stop
uninavid,mp3d,925b72a27d4814afcf0034a3,1,0.43749205944204966,,,43,9.000002269041861,stop
uninavid,mp3d,b416d788c32f18ea8b3d14cd,0,0.0,,,500,1.175769165367265,max_steps
uninavid,mp3d,1169adbfb45309a3c5d655cb,0,0.0,,,500,8.677526991204845,max_steps
uninavid,mp3d,d8a0c9925a83233ff66c8a05,0,0.0,,,21,4.2500011639185455,stop
uninavid,mp3d,696a69051baecc961533b48e,0,0.0,,,500,19.751881834047065,max_steps
uninavid,mp3d,d8e848c88cc11f9266095a76,0,0.0,,,500,0.7789018022029602,max_steps
uninavid,hm3d,26991104ba488fcf94ed0e2f,0,0.0,,,500,57.06774816230449,max_steps
uninavid,hm3d,e5eeab093f20749531e10cfd,0,0.0,,,500,0.2788397394734259,max_steps
uninavid,hm3d,1c79f4249a55a31ca930f2b0,0,0.0,,,500,0.8533742432889063,max_steps
uninavid,hm3d,9de789f9f275910a6bcd96aa,0,0.0,,,66,4.606580017048702,stop
uninavid,hm3d,dd7aa17effe4a51d6f41c21d,0,0.0,,,500,0.9495956460309503,max_steps
uninavid,hm3d,53b9750a6b34df161eba8893,1,0.900863358421485,,,11,2.250002137900756,stop
uninavid,hm3d,7d2027f3e9e6c7dc65c9e82b,0,0.0,,,3,0.10000144317746162,stop
uninavid,hm3d,c4ceff16d4cdde6779c260e9,0,0.0,,,500,13.40235119564167,max_steps
uninavid,hm3d,045e3ce284d073e77e42bf05,0,0.0,,,500,0.8787075072244683,max_steps
uninavid,hm3d,49177509d92628e1870c25c8,1,0.9331006701599557,,,19,3.300005817587507,stop
uninavid,hm3d,dafdb95266c2c55311c27ef0,0,0.0,,,35,5.25001073551834,stop
uninavid,hm3d,07b72e5c58de579a52417664,0,0.0,,,35,0.20267861946771243,stop
uninavid,hm3d,040a7e59cd62205f9ab7eb46,0,0.0,,,500,2.619018735860246,max_steps
uninavid,hm3d,9aaea20f755d0f05d8661429,1,0.5851722480268902,,,79,14.513770006706732,stop
uninavid,hm3d,70ecf06bfa45e4396a520946,0,0.0,,,500,2.323542471788181,max_steps
uninavid,hm3d,ed6f0f0e011888329e7a27ef,0,0.0,,,500,1.0872166786384865,max_steps
uninavid,hm3d,aac56f17bd388b5189907673,0,0.0,,,500,5.080723965928621,max_steps
uninavid,hm3d,0e4475d4dd71a7789f162ea3,1,0.32584187148247284,,,109,16.931851453825107,stop
uninavid,hm3d,82a91384f4cd0950418995ed,0,0.0,,,500,1.933443062477835,max_steps
uninavid,hm3d,fc003722f4da63e574a4ba25,1,0.21571622126230575,,,79,13.30000606561574,stop
uninavid,hm3d,52e30fa02b660f8931f04bad,0,0.0,,,500,3.627940460176449,max_steps
uninavid,hm3d,869e9dd3566a14d1c7ed6d3f,0,0.0,,,500,5.209149229737314,max_steps
uninavid,hm3d,a6603a577e336ff37fbc8c88,0,0.0,,,500,2.233290161245246,max_steps
uninavid,hm3d,ca986d7a6cce0d70f312e95d,0,0.0,,,500,3.2263023168588085,max_steps
uninavid,hm3d,62cf692bffe9eeff98835c05,0,0.0,,,500,15.998259151570966,max_steps
uninavid,hm3d,1ec2233d0129cf3be0e78ff3,1,0.8944612956202436,,,65,5.787074263018491,stop
uninavid,hm3d,8010a606898ef1db89a42896,0,0.0,,,500,5.468466687011028,max_steps
uninavid,hm3d,a356eef974fd2e7582db6166,1,0.9070198431394179,,,15,2.500002315185742,stop
uninavid,hm3d,dd86a3f2ccb8e4d40797a328,0,0.0,,,500,1.8066626333914648,max_steps
uninavid,hm3d,cab188dc535a45de8d5ebd19,0,0.0,,,500,10.112375205317186,max_steps
uninavid,hm3d,aa9bf4d38ca08237f6c2d679,0,0.0,,,500,3.834231669022896,max_steps
uninavid,hm3d,ba396b8a2e1f707a37a58e83,0,0.0,,,500,2.2454372221573657,max_steps
uninavid,hm3d,0638422c73f686ffa72ab5fa,1,0.7896568313960446,,,41,6.529846873093811,stop
uninavid,hm3d,2634f4ada3dd7f7e1f96d9e2,0,0.0,,,500,4.981101767649578,max_steps
uninavid,hm3d,083de1a97fc102f2f2094c63,0,0.0,,,500,4.266182463199112,max_steps
uninavid,hm3d,80e1ccbe1d71f9dececa8662,1,0.4650254305753856,,,105,15.24271776969757,stop
uninavid,hm3d,6b19a3f98ba0313c7bb299f8,0,0.0,,,500,0.4256466876326803,max_steps
uninavid,hm3d,d8345ac3e9e03a0aa4013d54,1,0.5722168533494407,,,51,7.350007627244907,stop
uninavid,hm3d,d137661edc40d54ac09c2a2d,1,0.9455672622714373,,,28,4.911037180754801,stop
uninavid,hm3d,f20284815275e144b59298d4,0,0.0,,,500,2.9813232515617356,max_steps
uninavid,hm3d,3fa2439ddc4a934d81bec5f9,1,0.49476304237787655,,,87,13.539582446867367,stop
uninavid,hm3d,981cdfad49d515c0d45f672b,0,0.0,,,500,2.145072540301482,max_steps
uninavid,hm3d,d3862628202d6451c79b325a,0,0.0,,,500,4.974740890045138,max_steps
uninavid,hm3d,71a3a289c4e099d9749b692b,1,0.8588560418432758,,,129,17.084056387162995,stop
uninavid,hm3d,5439c8e611af8b115778bac8,0,0.0,,,500,5.339915703466389,max_steps
uninavid,hm3d,5c1f6f14cce965e3603e9c19,1,0.4284499389033346,,,77,13.04491687640761,stop
uninavid,hm3d,24d5989605fcae318f33aa35,1,0.9242980292389691,,,47,8.25000226399563,stop
uninavid,hm3d,2d8427402e89e193accfd072,0,0.0,,,500,9.882414991345385,max_steps
uninavid,hm3d,ad833a3dce01bcc19f8b11b1,0,0.0,,,3,0.30832386285990765,stop
uninavid,hm3d,495359401732f5630cfed38c,0,0.0,,,500,3.6324167815791526,max_steps
omninav,r2r,1639,1,1.0,0.9178160780141627,0.9178160780141627,65,13.440192863345146,stop
omninav,r2r,1746,1,0.9947200891998145,0.5537735105233429,0.5537735105233429,36,6.290120646357536,stop
omninav,r2r,1482,1,1.0,0.8849949782737458,0.8849949782737458,46,6.972465772181749,stop
omninav,r2r,289,0,0.0,0.5284599261154234,0.0,57,10.082663804292679,stop
omninav,r2r,1583,0,0.0,0.5297799156477314,0.0,61,9.891040496528149,stop
omninav,r2r,1785,1,1.0,0.919863241529936,0.919863241529936,38,8.555394887924194,stop
omninav,r2r,726,1,0.9407843124970576,0.9485887364587051,0.9485887364587051,36,8.595809236168861,stop
omninav,r2r,802,0,0.0,0.19925123963965397,0.0,99,21.08224606513977,stop
omninav,r2r,949,1,1.0,0.8731904265502135,0.8731904265502135,39,6.865082278847694,stop
omninav,r2r,1618,0,0.0,0.6722191654879325,0.0,61,13.843206774443388,stop
omninav,r2r,1629,1,0.9100920213826982,0.9209491911140673,0.9209491911140673,39,7.462883934378624,stop
omninav,r2r,256,1,1.0,0.9217624618342553,0.9217624618342553,24,4.408568501472473,stop
omninav,r2r,1231,0,0.0,0.8344380390162162,0.0,58,11.674811489880085,stop
omninav,r2r,913,1,0.9887840842695376,0.9674089311043673,0.9674089311043673,53,12.000000849366188,stop
omninav,r2r,401,1,0.9187981589955236,0.9360411022919749,0.9360411022919749,34,6.255328759551048,stop
omninav,r2r,1582,0,0.0,0.7840947133002313,0.0,40,4.80040267854929,stop
omninav,r2r,1328,0,0.0,0.004101265556016619,0.0,83,18.981493279337883,stop
omninav,r2r,1325,0,0.0,0.8152894025567178,0.0,44,7.657447263598442,stop
omninav,r2r,314,1,1.0,0.8756933156955068,0.8756933156955068,44,9.138446301221848,stop
omninav,r2r,1603,0,0.0,0.3490270993709632,0.0,119,15.357431013137102,stop
omninav,r2r,1002,0,0.0,0.00898696546130862,0.0,88,15.763395488262177,stop
omninav,r2r,464,1,0.8241586381917347,0.9179861692282795,0.9179861692282795,36,6.806529000401497,stop
omninav,r2r,1075,0,0.0,0.6453983191716721,0.0,44,7.86725440621376,stop
omninav,r2r,680,0,0.0,0.6051626119334832,0.0,61,13.372785821557045,stop
omninav,r2r,1474,1,0.5381512340117685,0.6869131920708013,0.6869131920708013,70,13.500002086162567,stop
omninav,r2r,919,1,1.0,0.8032637216318192,0.8032637216318192,40,7.9260423220694065,stop
omninav,r2r,1779,0,0.0,0.4186343359719863,0.0,30,5.599063612520695,stop
omninav,r2r,785,1,1.0,0.9388202873943509,0.9388202873943509,46,7.643430083990097,stop
omninav,r2r,693,0,0.0,0.7704120169922708,0.0,51,10.41437415778637,stop
omninav,r2r,1472,1,0.936317135235083,0.8753222603950969,0.8753222603950969,207,11.079656330635771,stop
omninav,r2r,1605,0,0.0,0.6990654128763891,0.0,53,10.32271659374237,stop
omninav,r2r,1555,1,0.9607221875838171,0.9107330665270427,0.9107330665270427,76,15.925202116370201,stop
omninav,r2r,614,1,1.0,0.8968690480704891,0.8968690480704891,44,7.0114331394433975,stop
omninav,r2r,518,1,1.0,0.9651148128017375,0.9651148128017375,47,9.499443769454956,stop
omninav,r2r,444,0,0.0,0.2240656202814429,0.0,47,8.974186778068542,stop
omninav,r2r,1614,1,0.9310068417202225,0.9337050528329801,0.9337050528329801,43,8.40652610361576,stop
omninav,r2r,402,0,0.0,0.4597091383660373,0.0,53,10.446385532617569,stop
omninav,r2r,1584,0,0.0,0.45192976397511725,0.0,61,10.280570171773434,stop
omninav,r2r,569,0,0.0,0.9072851007028854,0.0,74,9.237633422017097,stop
omninav,r2r,1578,0,0.0,0.23696559518208785,0.0,101,9.530027754604816,stop
omninav,r2r,1295,1,1.0,0.9510328723598925,0.9510328723598925,40,7.670728430151939,stop
omninav,r2r,189,0,0.0,0.38990826207483675,0.0,26,3.180279850959778,stop
omninav,r2r,552,1,1.0,0.9279545163290157,0.9279545163290157,77,16.985183879733086,stop
omninav,r2r,1090,1,1.0,0.9456849131653857,0.9456849131653857,30,4.732259809970856,stop
omninav,r2r,34,1,1.0,0.9080450867699138,0.9080450867699138,30,6.212309196591377,stop
omninav,r2r,204,0,0.0,0.4370120513596587,0.0,56,9.248669903725386,stop
omninav,r2r,1136,1,1.0,0.8662117412341995,0.8662117412341995,45,9.749998196959496,stop
omninav,r2r,290,1,1.0,0.9036286126182975,0.9036286126182975,34,5.190061882138252,stop
omninav,r2r,1483,1,1.0,0.6059694463775923,0.6059694463775923,33,6.306601949036121,stop
omninav,r2r,1346,1,1.0,0.8601142687656349,0.8601142687656349,48,10.43091632425785,stop
omninav,rxr,1936,1,1.0,0.9631777221279633,0.9631777221279633,30,3.711518809199333,stop
omninav,rxr,10574,1,1.0,0.9269151758730931,0.9269151758730931,14,1.7500246167182922,stop
omninav,rxr,9489,1,0.9544906450706171,0.9552216491701794,0.9552216491701794,23,4.0905613005161285,stop
omninav,rxr,2437,1,0.7329602612361529,0.9242761093051746,0.9242761093051746,90,15.488117650151253,stop
omninav,rxr,1158,1,0.3454174226628467,0.30049483517008274,0.30049483517008274,170,26.301651507616043,stop
omninav,rxr,6529,1,0.6802175265733013,0.8574494238942321,0.8574494238942321,23,3.5003901720046997,stop
omninav,rxr,4179,1,0.3485959742970803,0.8390392691180851,0.8390392691180851,73,10.49999751150608,stop
omninav,rxr,2682,0,0.0,0.00024921701699656077,0.0,200,33.42303772829473,stop
omninav,rxr,2836,1,0.48290939067322847,0.4974128375121396,0.4974128375121396,79,10.646752059459686,stop
omninav,rxr,10139,1,0.9409848334739355,0.9084376892037973,0.9084376892037973,52,8.999999985098839,stop
omninav,rxr,9036,1,0.8813571700224627,0.9243813546228037,0.9243813546228037,63,9.671398371458054,stop
omninav,rxr,10469,0,0.0,0.8777120005356732,0.0,181,31.81459340453148,stop
omninav,rxr,1563,0,0.0,0.7270411129423603,0.0,134,23.374558120965958,stop
omninav,rxr,9488,1,0.4826931257989066,0.3999036171295544,0.3999036171295544,45,8.088788270950317,stop
omninav,rxr,7796,1,0.6299093622039234,0.1511346403755277,0.1511346403755277,240,38.00764276087284,stop
omninav,rxr,2183,1,1.0,0.8606865559374628,0.8606865559374628,37,5.663225322961807,stop
omninav,rxr,3852,1,0.8900405091620024,0.8784371823965912,0.8784371823965912,126,21.297514140605927,stop
omninav,rxr,6321,1,1.0,0.9529880055914232,0.9529880055914232,44,8.273189410567284,stop
omninav,rxr,1622,1,0.9671210368201215,0.9092956461462122,0.9092956461462122,106,22.09364365041256,stop
omninav,rxr,7211,0,0.0,0.6828779931080297,0.0,84,14.82315218448639,stop
omninav,rxr,2845,1,1.0,0.9434918729506054,0.9434918729506054,75,12.500000655651093,stop
omninav,rxr,7612,1,1.0,0.9181230934317139,0.9181230934317139,77,12.49999788403511,stop
omninav,rxr,2885,0,0.0,0.6734468689271312,0.0,60,11.03317104279995,stop
omninav,rxr,6147,1,0.9336955376353084,0.9462901297074253,0.9462901297074253,28,3.7818714380264282,stop
omninav,rxr,2693,0,0.0,0.291957343970575,0.0,83,6.205097299069166,stop
omninav,rxr,1124,0,0.0,0.21741032657219314,0.0,283,35.18457443115767,stop
omninav,rxr,2184,1,0.39018840665694154,0.2225232743419232,0.2225232743419232,111,17.89024457335472,stop
omninav,rxr,5898,1,0.38633582341598127,0.461449699855904,0.461449699855904,19,2.7500008046627045,stop
omninav,rxr,8632,1,0.9540390950334467,0.9538244138359038,0.9538244138359038,112,18.724785804748535,stop
omninav,rxr,10353,1,0.9173280586911969,0.8593273733291562,0.8593273733291562,55,11.402439653873444,stop
omninav,rxr,3154,1,0.8192504297293198,0.9109979101039792,0.9109979101039792,47,8.025445997714996,stop
omninav,rxr,9064,1,1.0,0.9819948520442104,0.9819948520442104,30,4.9570037722587585,stop
omninav,rxr,2984,1,0.914566458800588,0.957490995184938,0.957490995184938,28,4.749999910593033,stop
omninav,rxr,9540,0,0.0,0.23411041276589276,0.0,190,33.82422962971032,stop
omninav,rxr,667,1,0.9482625247073099,0.9296449639670306,0.9296449639670306,94,14.668619647622108,stop
omninav,rxr,852,1,0.7149831239826989,0.9040635278614391,0.9040635278614391,43,4.960511654615402,stop
omninav,rxr,5193,0,0.0,0.13194253004131049,0.0,317,50.373959347605705,stop
omninav,rxr,1153,1,1.0,0.8479034028441006,0.8479034028441006,66,8.749510139226913,stop
omninav,rxr,1024,0,0.0,0.0013787980234819363,0.0,200,26.130011066794395,stop
omninav,rxr,8156,1,0.7999838770221481,0.8673777771653884,0.8673777771653884,133,20.4577706605196,stop
omninav,rxr,5081,1,0.9609256996069505,0.9017056808639974,0.9017056808639974,28,5.699208348989487,stop
omninav,rxr,10687,1,0.9347654167025885,0.9171769228236675,0.9171769228236675,72,11.63248310983181,stop
omninav,rxr,4536,1,0.5882176330099652,0.6892909718151334,0.6892909718151334,29,6.1204981207847595,stop
omninav,rxr,3125,0,0.0,0.9030745967553031,0.0,77,12.073216035962105,stop
omninav,rxr,10776,1,0.21595933959667465,0.5877666204973926,0.5877666204973926,100,15.621697634458542,stop
omninav,rxr,2291,1,0.618343323809024,0.6690939862166093,0.6690939862166093,54,7.732253059744835,stop
omninav,rxr,7733,0,0.0,0.5328525082593691,0.0,83,10.735334351658821,stop
omninav,rxr,6022,0,0.0,0.00024328822305777956,0.0,500,77.65599417686462,max_steps
omninav,rxr,2182,0,0.0,0.30919806628304913,0.0,74,11.408149972558022,stop
omninav,rxr,1520,1,0.713905808291288,0.9517129759189006,0.9517129759189006,80,13.015703693032265,stop
omninav,mp3d,b874dd5d292a56893f8f1f2d,0,0.0,,,500,0.8512370355100017,max_steps
omninav,mp3d,65a833e1eff761c105ee9341,0,0.0,,,251,5.937530353728008,stop
omninav,mp3d,8b5487caf55f1e522fa7541d,0,0.0,,,59,6.350408397678306,stop
omninav,mp3d,bb16cafc25611c30552523a2,0,0.0,,,254,5.25431911016036,stop
omninav,mp3d,59bbfbfd8f513f58e77cbca4,0,0.0,,,500,3.1646378319750155,max_steps
omninav,mp3d,213e6efdbb79f89c90754602,0,0.0,,,199,13.224068879264125,stop
omninav,mp3d,12db647d1a7e541b314450e7,0,0.0,,,288,5.229710592685292,stop
omninav,mp3d,c09ded3a8d5419e660039b64,0,0.0,,,50,7.561571330076568,stop
omninav,mp3d,350e40ac74cb834f8516ed03,0,0.0,,,500,1.3127052844555334,max_steps
omninav,mp3d,b1a28e8929f8f07b4cba53ba,0,0.0,,,50,0.30074472218229326,stop
omninav,mp3d,4e1b1981621cd500e1652491,0,0.0,,,51,6.362129824055349,stop
omninav,mp3d,b9b473c0438f6af91aab29dc,0,0.0,,,500,9.177378802187901,max_steps
omninav,mp3d,a31411f9e9b786354e28f764,0,0.0,,,443,8.038612696717378,stop
omninav,mp3d,7c494537c81616782cf9312f,0,0.0,,,500,5.451059077053477,max_steps
omninav,mp3d,40f0bca4cbf1e04140b31aaa,0,0.0,,,77,0.66180281075288,stop
omninav,mp3d,7cfc1789e75a6f70c5bcfad2,0,0.0,,,38,6.010786008029532,stop
omninav,mp3d,a5762bd0e406a176ac6ed585,0,0.0,,,206,4.379953784829146,stop
omninav,mp3d,1a62b46a8bddcdc5ff0391a9,0,0.0,,,120,6.1099130906041355,stop
omninav,mp3d,8d5674cfe54e2cb210fe4c5e,0,0.0,,,126,2.105113631634453,stop
omninav,mp3d,d85d14e6f78f570f4ef30dc1,0,0.0,,,500,16.750026427042176,max_steps
omninav,mp3d,33c5aeeec866328f56f08494,0,0.0,,,29,3.5000050207382873,stop
omninav,mp3d,18447f371a9fa6fc03de1150,0,0.0,,,12,2.4995132018891777,stop
omninav,mp3d,17204bef602c7448c9eec902,1,0.9259566286945878,,,101,2.599911092126217,stop
omninav,mp3d,1b545dc184e221cf8b35dcf9,0,0.0,,,500,6.049642361916689,max_steps
omninav,mp3d,77ecaea6266939d3f1f48db7,0,0.0,,,500,1.6809137914869166,max_steps
omninav,mp3d,de3709d692cb32900a375891,0,0.0,,,500,3.1267090638850843,max_steps
omninav,mp3d,bb690d28e8f3171705eedf5e,0,0.0,,,500,4.357030831543055,max_steps
omninav,mp3d,d36aa8471f1c762b245ce64c,0,0.0,,,103,4.603145521074863,stop
omninav,mp3d,99ac6a3c3d6a2dea570be0f9,0,0.0,,,15,2.227710108181027,stop
omninav,mp3d,f68dce3d6af12e65bbb880b5,0,0.0,,,269,10.729817829639012,stop
omninav,mp3d,549c51dc0f03c599ad1f9ef8,0,0.0,,,500,0.18035909754443769,max_steps
omninav,mp3d,1a6973823a6286dde0652423,0,0.0,,,44,4.3789857011062825,stop
omninav,mp3d,cea90bf52bd39b7d144a1856,0,0.0,,,142,9.095348881795026,stop
omninav,mp3d,a663b6f8fd76e030e9c93101,0,0.0,,,37,4.61070753478656,stop
omninav,mp3d,cb995b75746b57d93358623d,0,0.0,,,107,2.66187500662946,stop
omninav,mp3d,b0fbc943f9b4b683b5923537,0,0.0,,,500,14.587313368192008,max_steps
omninav,mp3d,82bab0c34ef7e4466c33febc,0,0.0,,,122,5.443478284339249,stop
omninav,mp3d,b6defdd548e1dac72ffa3a48,0,0.0,,,212,9.06879267235271,stop
omninav,mp3d,752a407317bb31624789056a,0,0.0,,,237,18.218546211968526,stop
omninav,mp3d,5fdd5735e025699ecc13e443,0,0.0,,,230,8.240240319010939,stop
omninav,mp3d,6c1e86f2b5c0caf337ac1dea,0,0.0,,,103,10.165605711348359,stop
omninav,mp3d,b92a2d71689d902339a28c0b,0,0.0,,,500,0.43077991744963273,max_steps
omninav,mp3d,0530875b1b73c400a563c9ba,0,0.0,,,10,1.4999997425363278,stop
omninav,mp3d,b5489479db6a32f20c87b1ff,0,0.0,,,115,1.2673466010715182,stop
omninav,mp3d,925b72a27d4814afcf0034a3,0,0.0,,,82,5.420182490214407,stop
omninav,mp3d,b416d788c32f18ea8b3d14cd,0,0.0,,,500,1.189883999287826,max_steps
omninav,mp3d,1169adbfb45309a3c5d655cb,1,0.5562454519410225,,,25,4.867950664983021,stop
omninav,mp3d,d8a0c9925a83233ff66c8a05,0,0.0,,,12,1.0000012282667843,stop
omninav,mp3d,696a69051baecc961533b48e,0,0.0,,,65,8.817999698908116,stop
omninav,mp3d,d8e848c88cc11f9266095a76,0,0.0,,,500,2.4077135082927903,max_steps
omninav,hm3d,26991104ba488fcf94ed0e2f,0,0.0,,,500,0.651081409760436,max_steps
omninav,hm3d,e5eeab093f20749531e10cfd,0,0.0,,,500,0.2788397096711035,max_steps
omninav,hm3d,1c79f4249a55a31ca930f2b0,0,0.0,,,500,0.8481182538665824,max_steps
omninav,hm3d,9de789f9f275910a6bcd96aa,0,0.0,,,500,2.4406500065327177,max_steps
omninav,hm3d,dd7aa17effe4a51d6f41c21d,0,0.0,,,500,0.6653768077534661,max_steps
omninav,hm3d,53b9750a6b34df161eba8893,1,0.5917135840599351,,,279,3.4255500022794285,stop
omninav,hm3d,7d2027f3e9e6c7dc65c9e82b,0,0.0,,,500,6.7362848322440305,max_steps
omninav,hm3d,c4ceff16d4cdde6779c260e9,0,0.0,,,99,4.9368013941452435,stop
omninav,hm3d,045e3ce284d073e77e42bf05,0,0.0,,,196,1.999059915072196,stop
omninav,hm3d,49177509d92628e1870c25c8,0,0.0,,,203,3.899136563032431,stop
omninav,hm3d,dafdb95266c2c55311c27ef0,0,0.0,,,124,6.0854082392405555,stop
omninav,hm3d,07b72e5c58de579a52417664,0,0.0,,,46,0.41066733484408646,stop
omninav,hm3d,040a7e59cd62205f9ab7eb46,0,0.0,,,22,4.1625611757667365,stop
omninav,hm3d,9aaea20f755d0f05d8661429,0,0.0,,,500,5.759507224906579,max_steps
omninav,hm3d,70ecf06bfa45e4396a520946,0,0.0,,,500,0.874037212969825,max_steps
omninav,hm3d,ed6f0f0e011888329e7a27ef,0,0.0,,,500,5.497590493403115,max_steps
omninav,hm3d,aac56f17bd388b5189907673,0,0.0,,,203,7.484429952292667,stop
omninav,hm3d,0e4475d4dd71a7789f162ea3,0,0.0,,,229,4.352334633328445,stop
omninav,hm3d,82a91384f4cd0950418995ed,0,0.0,,,500,5.928422241740501,max_steps
omninav,hm3d,fc003722f4da63e574a4ba25,0,0.0,,,81,3.730206257721861,stop
omninav,hm3d,52e30fa02b660f8931f04bad,0,0.0,,,500,1.194927494530225,max_steps
omninav,hm3d,869e9dd3566a14d1c7ed6d3f,0,0.0,,,500,8.570269740772238,max_steps
omninav,hm3d,a6603a577e336ff37fbc8c88,0,0.0,,,142,2.286673572503366,stop
omninav,hm3d,ca986d7a6cce0d70f312e95d,0,0.0,,,25,5.691233251624526,stop
omninav,hm3d,62cf692bffe9eeff98835c05,1,0.2945479800133437,,,44,7.365147468590586,stop
omninav,hm3d,1ec2233d0129cf3be0e78ff3,0,0.0,,,500,16.4584936326747,max_steps
omninav,hm3d,8010a606898ef1db89a42896,0,0.0,,,500,3.326265607902487,max_steps
omninav,hm3d,a356eef974fd2e7582db6166,0,0.0,,,500,3.7317344469269327,max_steps
omninav,hm3d,dd86a3f2ccb8e4d40797a328,0,0.0,,,500,1.0216126277394917,max_steps
omninav,hm3d,cab188dc535a45de8d5ebd19,0,0.0,,,62,1.469375087915122,stop
omninav,hm3d,aa9bf4d38ca08237f6c2d679,0,0.0,,,70,1.9000943630461815,stop
omninav,hm3d,ba396b8a2e1f707a37a58e83,0,0.0,,,500,1.222641282024106,max_steps
omninav,hm3d,0638422c73f686ffa72ab5fa,0,0.0,,,119,9.894937499370362,stop
omninav,hm3d,2634f4ada3dd7f7e1f96d9e2,0,0.0,,,500,1.061857496056359,max_steps
omninav,hm3d,083de1a97fc102f2f2094c63,0,0.0,,,500,4.450586551489627,max_steps
omninav,hm3d,80e1ccbe1d71f9dececa8662,0,0.0,,,500,5.877982931050174,max_steps
omninav,hm3d,6b19a3f98ba0313c7bb299f8,0,0.0,,,129,4.324909650830398,stop
omninav,hm3d,d8345ac3e9e03a0aa4013d54,0,0.0,,,500,2.9640698574088264,max_steps
omninav,hm3d,d137661edc40d54ac09c2a2d,0,0.0,,,500,3.0181835436542697,max_steps
omninav,hm3d,f20284815275e144b59298d4,0,0.0,,,500,5.880592968459282,max_steps
omninav,hm3d,3fa2439ddc4a934d81bec5f9,0,0.0,,,500,2.335681640084808,max_steps
omninav,hm3d,981cdfad49d515c0d45f672b,0,0.0,,,500,3.5280154706948075,max_steps
omninav,hm3d,d3862628202d6451c79b325a,0,0.0,,,500,4.190042260000702,max_steps
omninav,hm3d,71a3a289c4e099d9749b692b,0,0.0,,,424,6.544073285014171,stop
omninav,hm3d,5439c8e611af8b115778bac8,0,0.0,,,220,4.919286548069787,stop
omninav,hm3d,5c1f6f14cce965e3603e9c19,0,0.0,,,500,7.065367304530445,max_steps
omninav,hm3d,24d5989605fcae318f33aa35,0,0.0,,,500,0.15503736434449153,max_steps
omninav,hm3d,2d8427402e89e193accfd072,1,0.5626469573296111,,,177,8.053699965417477,stop
omninav,hm3d,ad833a3dce01bcc19f8b11b1,0,0.0,,,500,15.467194881261193,max_steps
omninav,hm3d,495359401732f5630cfed38c,0,0.0,,,500,7.867098573197733,max_steps
